Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
PF_VF_1_FBTG,Low Q Chance Against: 14,Ballbesitzwechsel JA,D1,L3,,5:5,Gezogen,Geblockt,Christian Stucki,,Festsetzen,0.1,,
PF_VF_1_FBTG,Low Q Chance Against: 15,Ballbesitzwechsel NEIN,D1,L3,,5:5,Handgelenk,Neben Tor,,,Festsetzen,0.2,,
PF_VF_1_FBTG,Low Q Chance Against: 16,Ballbesitzwechsel NEIN,D1,L3,,5:5,Gezogen,Neben Tor,,,Festsetzen,0.2,,
PF_VF_1_FBTG,Low Q Chance Against: 17,Ballbesitzwechsel JA,D2,L2,,5:5,Handgelenk,Auf Tor,,,Zone-Exits,0.1,,
PF_VF_1_FBTG,Low Q Chance Against: 18,Ballbesitzwechsel JA,D2,L1,,5:5,Gezogen,Neben Tor,,,Festsetzen,0.1,,
PF_VF_1_FBTG,Low Q Chance Against: 19,Ballbesitzwechsel JA,D2,L2,,5:5,Handgelenk,Geblockt,Janis Lauber,,Konter,0.1,,
PF_VF_1_FBTG,Low Q Chance Against: 20,Ballbesitzwechsel JA,D2,L3,,5:5,Gezogen,Geblockt,Lucas Schlegel,,Auslösung,0.1,,
PF_VF_1_FBTG,Low Q Chance Against: 21,Ballbesitzwechsel NEIN,D2,L3,,5:5,Gezogen,Geblockt,Gian Mühlemann,,Standart,0.1,,
PF_VF_1_FBTG,Low Q Chance Against: 22,Ballbesitzwechsel JA,D2,L3,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.1,,
PF_VF_1_FBTG,Low Q Chance Against: 23,Ballbesitzwechsel NEIN,D2,L3,,5:5,Direkt,Auf Tor,,,Festsetzen,0.2,,
PF_VF_1_FBTG,Low Q Chance Against: 24,Ballbesitzwechsel NEIN,D2,L3,,5:5,Gezogen,Neben Tor,,,Standart,0.1,,
PF_VF_1_FBTG,Low Q Chance Against: 25,Ballbesitzwechsel JA,D3,L3,,5:5,Volley,Neben Tor,,,Standart,0.1,,
PF_VF_1_FBTG,Low Q Chance Against: 26,Ballbesitzwechsel JA,D3,L2,,5:5,Gezogen,Geblockt,Steiner Simon,,Festsetzen,0.2,,
PF_VF_1_FBTG,Low Q Chance Against: 27,Ballbesitzwechsel JA,D3,L1,,5:5,Direkt,Neben Tor,,,Festsetzen,0.1,,
PF_VF_1_FBTG,Low Q Chance Against: 28,Ballbesitzwechsel JA,D3,L2,,5:5,Gezogen,Auf Tor,,,Standart,0.1,,
PF_VF_1_FBTG,Low Q Chance Against: 29,Ballbesitzwechsel NEIN,D3,L1,,5:5,Gezogen,Neben Tor,,,Standart,0.1,,
PF_VF_1_FBTG,Low Q Chance Against: 30,Ballbesitzwechsel JA,D3,L2,,5:5,Gezogen,Geblockt,Maurice Aebersold,,Festsetzen,0.1,,
PF_VF_1_FBTG,Low Q Chance For: 1,Ballbesitzwechsel JA,D1,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,Matteo Steiner,Auslösung,0.1,,
PF_VF_1_FBTG,Low Q Chance For: 2,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Neben Tor,Gustav Svensson,Janis Lauber,Auslösung,0.2,,
PF_VF_1_FBTG,Low Q Chance For: 3,Ballbesitzwechsel JA,D1,L2,,5:5,Gezogen,Geblockt,Janis Lauber,Steiner Simon,Standart,0.1,,
PF_VF_1_FBTG,Low Q Chance For: 4,Ballbesitzwechsel JA,D1,L1,,5:5,Direkt,Auf Tor,Nick Pfister,Matteo Steiner,Konter,0.2,,
PF_VF_1_FBTG,Low Q Chance For: 5,Ballbesitzwechsel NEIN,D1,L3,,5:5,Handgelenk,Geblockt,Christian Stucki,Gian Mühlemann,Konter,0.1,,
PF_VF_1_FBTG,Low Q Chance For: 6,Ballbesitzwechsel JA,D2,L3,,5:5,Gezogen,Geblockt,Gian Mühlemann,Lucas Schlegel,Standart,0.1,,
PF_VF_1_FBTG,Low Q Chance For: 7,Ballbesitzwechsel JA,D3,L1,,5:5,Direkt,Neben Tor,Maurice Aebersold,Matteo Steiner,Standart,0.1,,
PF_VF_1_FBTG,Low Q Chance For: 8,Ballbesitzwechsel JA,D3,L3,,5:5,Direkt,Auf Tor,Christian Stucki,Schwarz Janis,Konter,0.2,,
PF_VF_1_FBTG,Low Q Chance For: 9,Ballbesitzwechsel NEIN,D3,L2,,5:5,Gezogen,Geblockt,Steiner Simon,Janis Lauber,Auslösung,0.1,,
PF_VF_1_FBTG,Low Q Chance For: 10,Ballbesitzwechsel NEIN,D3,L2,,5:5,Direkt,Auf Tor,Gustav Svensson,Kevin Kropf,Standart,0.2,,
PF_VF_1_FBTG,Mid Q Chance Against: 1,Ballbesitzwechsel JA,D1,L1,,5:5,Direkt,Geblockt,Lukas Münger,,Konter,0.3,,
PF_VF_1_FBTG,Mid Q Chance Against: 2,Ballbesitzwechsel JA,D2,L3,,5:5,Direkt,Auf Tor,,,Auslösung,0.3,,
PF_VF_1_FBTG,Mid Q Chance Against: 3,Ballbesitzwechsel Nein,D2,L1,,5:5,Gezogen,Neben Tor,,,Festsetzen,0.3,,
PF_VF_1_FBTG,Mid Q Chance Against: 4,Ballbesitzwechsel JA,D3,L2,,5:5,Gezogen,Neben Tor,,,Konter,0.3,,
PF_VF_1_FBTG,Mid Q Chance For: 1,Ballbesitzwechsel NEIN,D1,L1,,5:5,Handgelenk,Auf Tor,Matteo Steiner,Thomas Gfeller,Auslösung,0.3,,
PF_VF_1_FBTG,Mid Q Chance For: 2,Ballbesitzwechsel JA,D1,L1,,5:5,Direkt,Neben Tor,Luca Fankhauser,Matteo Steiner,Auslösung,0.3,,
PF_VF_1_FBTG,Mid Q Chance For: 3,Ballbesitzwechsel JA,D1,L2,,5:5,Direkt,Neben Tor,Steiner Simon,Janis Lauber,Standart,0.3,,
PF_VF_1_FBTG,Mid Q Chance For: 4,Ballbesitzwechsel JA,D1,L3,,5:5,Direkt,Geblockt,Lucas Schlegel,Gian Mühlemann,Festsetzen,0.3,,
PF_VF_1_FBTG,Mid Q Chance For: 5,Ballbesitzwechsel JA,D2,L2,,5:5,Gezogen,Geblockt,Steiner Simon,Strohl Micha,Auslösung,0.3,,
PF_VF_1_FBTG,Mid Q Chance For: 6,Ballbesitzwechsel NEIN,D2,L3,,5:5,Gezogen,Auf Tor,Lucas Schlegel,Schwarz Janis,Auslösung,0.3,,
PF_VF_1_FBTG,Nachsetzen Tigers: 1,Ballbesitzwechsel JA,D1,L3,Good,5:5,,,Gian Mühlemann,Christian Stucki,Nachsetzen,,,
PF_VF_1_FBTG,Nachsetzen Tigers: 2,Ballbesitzwechsel NEIN,D1,L2,Good,5:5,,,Steiner Simon,Kevin Kropf,Nachsetzen,,,
PF_VF_1_FBTG,Nachsetzen Tigers: 3,Ballbesitzwechsel NEIN,D1,L3,Bad,5:5,,,Christian Stucki,Schwarz Janis,Nachsetzen,,,
PF_VF_1_FBTG,Nachsetzen Tigers: 4,Ballbesitzwechsel NEIN,D1,L3,Bad,5:5,,,Gian Mühlemann,Schwarz Janis,Nachsetzen,,,
PF_VF_1_FBTG,Nachsetzen Tigers: 5,Ballbesitzwechsel NEIN,D2,L2,Bad,5:5,,,Janis Lauber,Kevin Kropf,Nachsetzen,,,
PF_VF_1_FBTG,Nachsetzen Tigers: 6,Ballbesitzwechsel JA,D2,L2,Bad,5:5,,,Strohl Micha,Kevin Kropf,Nachsetzen,,,
PF_VF_1_FBTG,Nachsetzen Tigers: 7,Ballbesitzwechsel NEIN,D2,L1,Bad,5:5,,,Janis Lauber,Kevin Kropf,Nachsetzen,,,
PF_VF_1_FBTG,Nachsetzen Tigers: 8,Ballbesitzwechsel NEIN,D2,L3,Good,5:5,,,Gian Mühlemann,Schwarz Janis,Nachsetzen,,,
PF_VF_1_FBTG,Nachsetzen Tigers: 9,Ballbesitzwechsel NEIN,D3,L3,Good,5:5,,,Gian Mühlemann,Christian Stucki,Nachsetzen,,,
PF_VF_1_FBTG,Tor Gegner: 1,,D1,L3,,5:5,Direkt,,,,Auslösung,0.5,,
PF_VF_1_FBTG,Tor Gegner: 2,,D1,L2,,5:5,Direkt,,,,Konter,0.6,,
